date,user_id,amount,card
2017-01-01,240341,100,Visa
2017-01-01,179375,150,Visa
2017-01-01,168229,100,Visa
2017-01-01,411993,200,Visa
2017-01-01,231614,150,AMEX
2017-01-01,444504,100,AMEX
2017-01-01,551722,150,Visa
2017-01-01,450141,200,MasterCard
2017-01-01,346061,50,MasterCard
2017-01-01,34778,200,Visa
2017-01-01,201205,200,MasterCard
2017-01-01,393982,100,Visa
2017-01-01,140145,100,MasterCard
2017-01-01,165296,150,MasterCard
2017-01-01,371539,200,MasterCard
2017-01-01,403900,200,MasterCard
2017-01-01,549190,100,Visa
2017-01-01,296247,50,Visa
2017-01-01,420327,100,MasterCard
2017-01-01,54945,100,MasterCard
2017-01-01,477370,150,MasterCard
2017-01-01,307653,150,MasterCard
2017-01-01,478851,150,AMEX
2017-01-01,353666,200,Visa
2017-01-01,221245,50,MasterCard
2017-01-01,291033,50,AMEX
2017-01-01,318179,150,AMEX
2017-01-01,369270,200,Visa
2017-01-01,282004,100,AMEX
2017-01-01,5757,50,Visa
2017-01-01,564024,100,AMEX
2017-01-01,471383,100,AMEX
2017-01-01,534445,100,MasterCard
2017-01-01,532748,150,MasterCard
2017-01-01,196581,150,AMEX
2017-01-01,257261,200,Visa
2017-01-01,316775,200,AMEX
2017-01-01,244992,50,Visa
2017-01-01,487199,50,AMEX
2017-01-01,129321,100,AMEX
2017-01-01,577578,50,Visa
2017-01-01,121273,100,Visa
2017-01-01,118819,150,MasterCard
2017-01-01,565455,50,MasterCard
2017-01-01,99235,150,MasterCard
2017-01-01,449486,100,AMEX
2017-01-01,507666,150,MasterCard
2017-01-01,161374,200,Visa
2017-01-01,475615,50,Visa
2017-01-01,527419,150,Visa
2017-01-01,450103,100,MasterCard
2017-01-01,477978,200,AMEX
2017-01-01,18125,150,Visa
2017-01-01,210081,150,AMEX
2017-01-01,225886,50,MasterCard
2017-01-01,81709,200,Visa
2017-01-01,142602,50,Visa
2017-01-01,460190,100,AMEX
2017-01-01,301809,50,AMEX
2017-01-01,533431,100,AMEX
2017-01-01,479268,50,MasterCard
2017-01-01,150797,100,AMEX
2017-01-01,377052,100,AMEX
2017-01-01,336265,200,Visa
2017-01-01,455286,200,Visa
2017-01-01,209163,200,MasterCard
2017-01-01,207108,100,Visa
2017-01-01,86165,100,AMEX
2017-01-01,148359,50,Visa
2017-01-01,65961,50,AMEX
2017-01-01,101896,150,AMEX
2017-01-01,61009,50,Visa
2017-01-01,404198,200,Visa
2017-01-01,409022,200,MasterCard
2017-01-01,125685,50,AMEX
2017-01-01,79885,100,AMEX
2017-01-01,129851,200,AMEX
2017-01-01,483603,100,AMEX
2017-01-01,297414,50,MasterCard
2017-01-01,140530,100,MasterCard
2017-01-01,275750,50,AMEX
2017-01-01,427514,50,MasterCard
2017-01-01,442483,100,MasterCard
2017-01-01,8675,200,Visa
2017-01-01,326447,150,MasterCard
2017-01-01,446876,100,MasterCard
2017-01-01,493741,150,AMEX
2017-01-01,259613,150,MasterCard
2017-01-01,29611,100,MasterCard
2017-01-01,349746,200,Visa
2017-01-01,470099,100,AMEX
2017-01-01,87311,150,Visa
2017-01-01,150639,50,Visa
2017-01-01,320830,200,Visa
2017-01-01,300328,200,Visa
2017-01-01,290654,200,AMEX
2017-01-01,405646,50,AMEX
2017-01-01,478935,50,AMEX
2017-01-01,375670,50,MasterCard
2017-01-01,51759,200,AMEX
2017-01-01,16990,100,Visa
2017-01-01,152527,200,Visa
2017-01-01,156907,50,AMEX
2017-01-01,334850,100,AMEX
2017-01-01,71277,50,MasterCard
2017-01-01,462189,150,AMEX
2017-01-01,548021,200,AMEX
2017-01-01,18417,200,Visa
2017-01-01,464235,50,AMEX
2017-01-01,440064,100,Visa
2017-01-01,508635,200,MasterCard
2017-01-01,270401,150,Visa
2017-01-01,174401,200,MasterCard
2017-01-01,400896,100,AMEX
2017-01-01,192144,50,AMEX
2017-01-01,518073,100,AMEX
2017-01-01,100303,50,Visa
2017-01-01,41166,100,Visa
2017-01-01,157694,50,AMEX
2017-01-01,19378,100,MasterCard
2017-01-01,384434,100,Visa
2017-01-01,566173,100,MasterCard
2017-01-01,27786,200,AMEX
2017-01-01,86699,100,MasterCard
2017-01-01,75453,200,Visa
2017-01-01,355722,100,Visa
2017-01-01,429322,200,MasterCard
2017-01-01,259412,150,Visa
2017-01-01,76217,50,AMEX
2017-01-01,593321,100,AMEX
2017-01-01,366365,200,AMEX
2017-01-01,108057,100,MasterCard
2017-01-01,315972,200,MasterCard
2017-01-01,273440,100,AMEX
2017-01-01,269955,150,MasterCard
2017-01-01,442477,100,Visa
2017-01-01,58227,100,Visa
2017-01-01,429149,200,Visa
2017-01-01,190682,200,MasterCard
2017-01-01,303154,50,AMEX
2017-01-01,47973,100,MasterCard
2017-01-01,439769,50,AMEX
2017-01-01,205348,100,Visa
2017-01-01,583577,50,MasterCard
2017-01-01,251254,200,Visa
2017-01-01,92985,50,Visa
2017-01-01,187864,150,MasterCard
2017-01-01,54847,200,AMEX
2017-01-01,381241,100,Visa
2017-01-01,187249,50,AMEX
2017-01-01,591631,200,MasterCard
2017-01-01,561902,200,AMEX
2017-01-01,464115,100,MasterCard
2017-01-01,364397,200,MasterCard
2017-01-01,194748,100,Visa
2017-01-01,466796,50,AMEX
2017-01-01,292488,50,AMEX
2017-01-01,283839,100,Visa
2017-01-01,473492,200,AMEX
2017-01-01,387794,50,AMEX
2017-01-01,286575,50,AMEX
2017-01-01,41188,100,Visa
2017-01-01,91330,100,AMEX
2017-01-01,152308,150,MasterCard
2017-01-01,455151,150,Visa
2017-01-01,333293,200,MasterCard
2017-01-01,342645,200,AMEX
2017-01-01,488554,200,AMEX
2017-01-01,483367,50,AMEX
2017-01-01,245193,100,Visa
2017-01-01,155630,100,Visa
2017-01-01,255944,50,Visa
2017-01-01,199089,100,AMEX
2017-01-01,209774,100,Visa
2017-01-01,117590,200,MasterCard
2017-01-01,415724,100,Visa
2017-01-01,223484,150,AMEX
2017-01-01,480197,150,MasterCard
2017-01-01,263707,150,AMEX
2017-01-01,498913,100,MasterCard
2017-01-01,451395,200,MasterCard
2017-01-01,406803,50,AMEX
2017-01-01,47850,50,AMEX
2017-01-01,463434,150,AMEX
2017-01-01,590660,50,MasterCard
2017-01-01,536941,50,AMEX
2017-01-01,442137,150,AMEX
2017-01-01,203974,50,AMEX
2017-01-01,107061,200,Visa
2017-01-01,119587,50,MasterCard
2017-01-01,571060,150,Visa
2017-01-01,389283,50,Visa
2017-01-01,466687,50,Visa
2017-01-01,381509,200,MasterCard
2017-01-01,581092,150,AMEX
2017-01-01,434806,100,Visa
2017-01-01,414491,200,AMEX
2017-01-01,447307,50,MasterCard
2017-01-01,75310,50,MasterCard
2017-01-01,200080,200,Visa
2017-01-01,163344,100,AMEX
2017-01-01,401835,100,MasterCard
2017-01-01,269938,50,MasterCard
2017-01-01,561300,200,AMEX
2017-01-01,118862,150,MasterCard
2017-01-01,150824,150,AMEX
2017-01-01,293649,150,Visa
2017-01-01,93192,50,MasterCard
2017-01-01,502388,100,MasterCard
2017-01-01,340219,100,AMEX
2017-01-01,540755,100,AMEX
2017-01-01,566147,50,Visa
2017-01-01,569901,50,MasterCard
2017-01-01,488239,50,MasterCard
2017-01-01,146650,150,AMEX
2017-01-01,564646,100,AMEX
2017-01-01,414523,150,Visa
2017-01-01,417329,100,AMEX
2017-01-01,336757,100,AMEX
2017-01-01,351285,50,AMEX
2017-01-01,133688,150,AMEX
2017-01-01,414783,200,MasterCard
2017-01-01,321919,50,MasterCard
2017-01-01,549528,200,AMEX
2017-01-01,258371,200,Visa
2017-01-01,560523,50,AMEX
2017-01-01,382589,200,AMEX
2017-01-01,544765,200,MasterCard
2017-01-01,275627,200,Visa
2017-01-01,80907,200,MasterCard
2017-01-01,528054,150,Visa
2017-01-01,97014,50,MasterCard
2017-01-01,62395,50,Visa
2017-01-01,568680,150,Visa
2017-01-01,314941,50,MasterCard
2017-01-01,258681,100,AMEX
2017-01-01,280025,100,AMEX
2017-01-01,519329,150,AMEX
2017-01-01,446064,150,MasterCard
2017-01-01,541221,50,Visa
2017-01-01,180557,100,Visa
2017-01-01,567406,200,MasterCard
2017-01-01,31437,100,AMEX
2017-01-01,483917,50,AMEX
2017-01-01,2829,150,AMEX
2017-01-01,258321,200,MasterCard
2017-01-01,92735,150,AMEX
2017-01-01,61404,200,MasterCard
2017-01-01,554530,200,Visa
2017-01-01,519207,150,AMEX
2017-01-01,599850,50,Visa
2017-01-01,77548,200,AMEX
2017-01-01,535082,200,Visa
2017-01-01,391531,200,Visa
2017-01-01,452984,50,Visa
2017-01-01,440090,150,Visa
2017-01-01,421786,200,MasterCard
2017-01-01,204033,200,Visa
2017-01-01,405095,150,AMEX
2017-01-01,379945,100,Visa
2017-01-01,265963,100,AMEX
2017-01-01,592413,50,MasterCard
2017-01-01,527448,200,MasterCard
2017-01-01,564564,50,MasterCard
2017-01-01,40900,50,MasterCard
2017-01-01,377532,200,MasterCard
2017-01-01,319297,200,MasterCard
2017-01-01,214989,200,Visa
2017-01-01,326932,150,AMEX
2017-01-01,284543,150,Visa
2017-01-01,563073,50,Visa
2017-01-01,362292,50,AMEX
2017-01-01,378305,200,MasterCard
2017-01-01,236123,100,Visa
2017-01-01,543567,50,Visa
2017-01-01,17466,150,Visa
2017-01-01,185458,50,MasterCard
2017-01-01,274245,100,MasterCard
2017-01-01,50922,150,Visa
2017-01-01,230717,200,AMEX
2017-01-01,551720,100,Visa
2017-01-01,566362,50,MasterCard
2017-01-01,163428,100,AMEX
2017-01-01,525868,100,AMEX
2017-01-01,199964,150,AMEX
2017-01-01,248695,150,MasterCard
2017-01-01,543216,200,Visa
2017-01-01,435244,50,MasterCard
2017-01-01,247167,150,MasterCard
2017-01-01,162689,50,Visa
2017-01-01,106031,150,Visa
2017-01-01,82310,100,AMEX
2017-01-01,585271,100,AMEX
2017-01-01,562361,100,AMEX
2017-01-01,181914,100,Visa
2017-01-01,284172,200,MasterCard
2017-01-01,121029,150,MasterCard
2017-01-01,194256,200,AMEX
2017-01-01,179217,50,AMEX
2017-01-01,326303,150,AMEX
2017-01-01,345749,200,AMEX
2017-01-01,467109,100,AMEX
2017-01-01,248352,100,MasterCard
2017-01-01,83519,150,MasterCard
2017-01-01,132622,50,Visa
2017-01-01,28910,200,MasterCard
2017-01-01,116508,150,AMEX
2017-01-01,148276,100,Visa
2017-01-01,316927,150,MasterCard
2017-01-01,57880,200,AMEX
2017-01-01,310264,50,AMEX
2017-01-01,251498,150,Visa
2017-01-01,31798,200,Visa
2017-01-01,361738,150,AMEX
2017-01-01,438304,100,Visa
2017-01-01,353585,50,AMEX
2017-01-01,141083,100,AMEX
2017-01-01,275250,150,Visa
2017-01-01,407049,100,Visa
2017-01-01,59925,50,Visa
2017-01-01,319338,50,MasterCard
2017-01-01,277179,50,Visa
2017-01-01,191994,150,AMEX
2017-01-01,219601,150,Visa
2017-01-01,130340,150,Visa
2017-01-01,168616,150,MasterCard
2017-01-01,559170,150,Visa
2017-01-01,129609,50,MasterCard
2017-01-01,514666,200,MasterCard
2017-01-01,320895,150,AMEX
2017-01-01,89567,50,MasterCard
2017-01-01,7479,50,MasterCard
2017-01-01,66992,150,MasterCard
2017-01-01,152927,100,AMEX
2017-01-01,196431,150,AMEX
2017-01-01,407330,200,MasterCard
2017-01-01,557024,150,MasterCard
2017-01-01,455357,100,MasterCard
2017-01-01,580786,50,Visa
2017-01-01,106726,100,MasterCard
2017-01-01,263254,100,MasterCard
2017-01-01,446796,50,AMEX
2017-01-01,583224,50,Visa
2017-01-01,450016,150,Visa
2017-01-01,348400,200,Visa
2017-01-01,240911,100,MasterCard
2017-01-01,413300,150,AMEX
2017-01-01,323629,150,MasterCard
2017-01-01,26962,50,AMEX
2017-01-01,59802,150,Visa
2017-01-01,183286,50,Visa
2017-01-01,340717,50,AMEX
2017-01-01,520251,150,Visa
2017-01-01,356482,150,Visa
2017-01-01,448769,100,MasterCard
2017-01-01,551016,50,Visa
2017-01-01,191324,100,AMEX
2017-01-01,140212,150,Visa
2017-01-01,589650,200,AMEX
2017-01-01,174502,50,AMEX
2017-01-01,279234,150,MasterCard
2017-01-01,425841,50,AMEX
2017-01-01,365414,150,AMEX
2017-01-01,360666,50,MasterCard
2017-01-01,466322,150,Visa
2017-01-01,212150,150,AMEX
2017-01-01,145976,100,MasterCard
2017-01-01,445998,150,MasterCard
2017-01-01,118578,50,AMEX
2017-01-01,124819,150,AMEX
2017-01-01,234979,100,AMEX
2017-01-01,438434,150,Visa
2017-01-01,215468,50,AMEX
2017-01-01,441162,200,AMEX
2017-01-01,263649,100,MasterCard
2017-01-01,83163,100,MasterCard
2017-01-01,525986,150,MasterCard
2017-01-01,43743,200,Visa
2017-01-01,309398,100,AMEX
2017-01-01,138028,150,Visa
2017-01-01,205626,100,MasterCard
2017-01-01,177935,50,Visa
2017-01-01,477675,200,MasterCard
2017-01-01,21847,50,Visa
2017-01-01,433229,50,Visa
2017-01-01,103863,200,MasterCard
2017-01-01,234075,200,Visa
2017-01-01,298637,150,Visa
2017-01-01,298075,150,MasterCard
2017-01-01,252959,100,Visa
2017-01-01,423522,200,MasterCard
2017-01-01,459339,150,AMEX
2017-01-01,371903,50,Visa
2017-01-01,288448,50,MasterCard
2017-01-01,463542,200,MasterCard
2017-01-01,108099,50,Visa
2017-01-01,490010,200,AMEX
2017-01-01,571983,200,Visa
2017-01-01,206445,50,Visa
2017-01-01,454821,150,MasterCard
2017-01-01,195012,100,MasterCard
2017-01-01,341344,100,AMEX
2017-01-01,3840,150,Visa
2017-01-01,452533,200,MasterCard
2017-01-01,170929,100,AMEX
2017-01-01,8664,150,Visa
2017-01-01,415825,100,Visa
2017-01-01,236433,200,MasterCard
2017-01-01,394397,50,AMEX
2017-01-01,2117,150,MasterCard
2017-01-01,325066,100,AMEX
2017-01-01,340770,200,MasterCard
2017-01-01,276927,150,AMEX
2017-01-01,521632,150,MasterCard
2017-01-01,440144,150,AMEX
2017-01-01,393095,50,AMEX
2017-01-01,300254,200,MasterCard
2017-01-01,65623,100,MasterCard
2017-01-01,500004,100,MasterCard
2017-01-01,405581,150,AMEX
2017-01-01,56542,50,AMEX
2017-01-01,526300,150,Visa
2017-01-01,279488,200,MasterCard
2017-01-01,3747,200,Visa
2017-01-01,216854,100,Visa
2017-01-01,347729,50,AMEX
2017-01-01,54451,200,Visa
2017-01-01,557140,200,AMEX
2017-01-01,535650,50,MasterCard
2017-01-01,113523,100,Visa
2017-01-01,182537,200,Visa
2017-01-01,175194,50,Visa
2017-01-01,178278,50,Visa
2017-01-01,55545,200,Visa
2017-01-01,302645,50,Visa
2017-01-01,456041,150,MasterCard
2017-01-01,441530,100,Visa
2017-01-01,581769,100,MasterCard
2017-01-01,476608,100,Visa
2017-01-01,12916,200,MasterCard
2017-01-01,470495,150,MasterCard
2017-01-01,336800,100,AMEX
2017-01-01,301173,200,Visa
2017-01-01,406173,200,Visa
2017-01-01,83995,100,Visa
2017-01-01,155247,200,MasterCard
2017-01-01,494167,100,AMEX
2017-01-01,318917,50,Visa
2017-01-01,198355,100,Visa
2017-01-01,498914,150,Visa
2017-01-01,217816,150,AMEX
2017-01-01,458490,200,Visa
2017-01-01,401524,50,MasterCard
2017-01-01,170838,100,AMEX
2017-01-01,112798,200,AMEX
2017-01-01,379544,150,MasterCard
2017-01-01,217467,100,AMEX
2017-01-01,29805,200,MasterCard
2017-01-01,524177,100,Visa
2017-01-01,214637,100,Visa
2017-01-01,96007,50,Visa
2017-01-01,308827,150,MasterCard
2017-01-01,335666,50,MasterCard
2017-01-01,155981,100,AMEX
2017-01-01,166511,50,AMEX
2017-01-01,525276,150,AMEX
2017-01-01,420989,150,Visa
2017-01-01,219947,100,Visa
2017-01-01,396176,100,MasterCard
2017-01-01,550457,100,Visa
2017-01-01,547580,200,Visa
2017-01-01,88940,150,AMEX
2017-01-01,522490,100,MasterCard
2017-01-01,596534,150,AMEX
2017-01-01,122909,50,Visa
2017-01-01,60793,50,MasterCard
2017-01-01,560724,150,Visa
2017-01-01,371544,150,AMEX
2017-01-01,373212,200,MasterCard
2017-01-01,228992,100,AMEX
2017-01-01,3822,50,MasterCard
2017-01-01,42375,200,MasterCard
2017-01-01,368747,200,MasterCard
2017-01-01,351526,50,Visa
2017-01-01,437124,200,MasterCard
2017-01-01,500609,200,MasterCard
2017-01-01,265692,200,MasterCard
2017-01-01,355357,150,AMEX
2017-01-01,136962,150,MasterCard
2017-01-01,145366,150,AMEX
2017-01-01,242367,150,Visa
2017-01-01,545414,200,MasterCard
2017-01-01,348155,50,MasterCard
2017-01-01,518655,150,MasterCard
2017-01-01,273436,100,Visa
2017-01-01,521439,50,AMEX
2017-01-01,119988,50,Visa
2017-01-01,436230,100,AMEX
2017-01-01,256380,150,AMEX
2017-01-01,438331,100,MasterCard
2017-01-01,76688,50,AMEX
2017-01-01,385203,50,AMEX
2017-01-01,304310,150,Visa
2017-01-01,380340,150,Visa
2017-01-01,332957,50,MasterCard
2017-01-01,21732,150,AMEX
2017-01-01,141956,150,MasterCard
2017-01-01,462961,50,MasterCard
2017-01-01,286730,200,AMEX
2017-01-01,507033,50,Visa
2017-01-01,408848,50,AMEX
2017-01-01,494254,50,Visa
2017-01-01,111921,50,MasterCard
2017-01-01,85272,200,Visa
2017-01-01,137209,200,AMEX
2017-01-01,39077,200,AMEX
2017-01-01,533170,50,Visa
2017-01-01,380695,50,MasterCard
2017-01-01,546461,150,Visa
2017-01-01,301444,150,MasterCard
2017-01-01,51816,50,Visa
2017-01-01,431500,200,AMEX
2017-01-01,346452,150,MasterCard
2017-01-01,227024,50,AMEX
2017-01-01,538691,100,MasterCard
2017-01-01,218067,50,MasterCard
2017-01-01,16412,50,MasterCard
2017-01-01,9254,150,AMEX
2017-01-01,192150,100,AMEX
2017-01-01,497208,100,MasterCard
2017-01-01,253000,50,Visa
2017-01-01,538786,100,AMEX
2017-01-01,59728,50,MasterCard
2017-01-01,302618,100,AMEX
2017-01-01,482607,100,MasterCard
2017-01-01,136471,50,MasterCard
2017-01-01,28815,150,AMEX
2017-01-01,132211,150,Visa
2017-01-01,299682,150,MasterCard
2017-01-01,462343,50,AMEX
2017-01-01,516647,50,AMEX
2017-01-01,424403,200,MasterCard
2017-01-01,413910,50,MasterCard
2017-01-01,520543,150,Visa
2017-01-01,525012,200,AMEX
2017-01-01,390814,150,MasterCard
2017-01-01,326641,150,MasterCard
2017-01-01,496950,50,AMEX
2017-01-01,580884,100,MasterCard
2017-01-01,534617,200,MasterCard
2017-01-01,62367,200,MasterCard
2017-01-01,351385,50,MasterCard
2017-01-01,310084,150,Visa
2017-01-01,180801,200,AMEX
2017-01-01,113964,100,Visa
2017-01-01,135789,50,MasterCard
2017-01-01,204891,200,MasterCard
2017-01-01,284410,100,Visa
2017-01-01,446577,50,MasterCard
2017-01-01,295875,100,AMEX
2017-01-01,183520,150,MasterCard
2017-01-01,380450,100,AMEX
2017-01-01,545887,200,MasterCard
2017-01-01,520697,100,MasterCard
2017-01-01,512878,150,AMEX
2017-01-01,130304,100,AMEX
2017-01-01,587348,200,MasterCard
2017-01-01,33674,50,AMEX
2017-01-01,382356,150,AMEX
2017-01-01,182724,50,MasterCard
2017-01-01,277263,50,Visa
2017-01-01,460067,150,AMEX
2017-01-01,422745,100,Visa
2017-01-01,368372,200,AMEX
2017-01-01,360582,150,Visa
2017-01-01,118695,150,AMEX
2017-01-01,235069,200,AMEX
2017-01-01,42610,100,AMEX
2017-01-01,1699,100,Visa
2017-01-01,33198,100,Visa
2017-01-01,552313,150,AMEX
2017-01-01,586564,100,AMEX
2017-01-01,502434,150,MasterCard
2017-01-01,341254,50,AMEX
2017-01-01,6589,50,AMEX
2017-01-01,69375,50,Visa
2017-01-01,234908,200,AMEX
2017-01-01,1982,100,AMEX
2017-01-01,289773,100,AMEX
2017-01-01,89766,200,AMEX
2017-01-01,95601,50,MasterCard
2017-01-01,563525,100,AMEX
2017-01-01,144678,150,Visa
2017-01-01,59315,50,MasterCard
2017-01-01,366972,100,Visa
2017-01-01,414858,150,Visa
2017-01-01,175781,200,Visa
2017-01-01,162768,100,MasterCard
2017-01-01,563792,100,MasterCard
2017-01-01,523686,100,Visa
2017-01-01,525645,100,AMEX
2017-01-01,441314,200,Visa
2017-01-01,1068,150,AMEX
2017-01-01,531381,100,AMEX
2017-01-01,1896,200,MasterCard
2017-01-01,119060,50,AMEX
2017-01-01,21684,100,MasterCard
2017-01-01,11972,50,Visa
2017-01-01,342737,150,Visa
2017-01-01,131172,50,AMEX
2017-01-01,387040,150,MasterCard
2017-01-01,124503,100,MasterCard
2017-01-01,438441,50,MasterCard
2017-01-01,464087,200,MasterCard
2017-01-01,289361,150,Visa
2017-01-01,522860,50,AMEX
2017-01-01,92208,200,Visa
2017-01-01,111766,200,MasterCard
2017-01-01,549917,50,MasterCard
2017-01-01,223807,200,Visa
2017-01-01,41601,200,AMEX
2017-01-01,143765,100,Visa
2017-01-01,251740,100,MasterCard
2017-01-01,508439,200,MasterCard
2017-01-01,65802,200,MasterCard
2017-01-01,95791,100,Visa
2017-01-01,169909,50,Visa
2017-01-01,575718,200,MasterCard
2017-01-01,558300,100,AMEX
2017-01-01,68167,100,MasterCard
2017-01-01,112230,200,MasterCard
2017-01-01,505330,100,Visa
2017-01-01,86796,50,Visa
2017-01-01,357024,200,AMEX
2017-01-01,57495,150,Visa
2017-01-01,22336,150,MasterCard
2017-01-01,550756,200,Visa
2017-01-01,453913,150,MasterCard
2017-01-01,94750,150,Visa
2017-01-01,149657,200,AMEX
2017-01-01,139051,50,Visa
2017-01-01,156846,200,AMEX
2017-01-01,340271,100,AMEX
2017-01-01,79699,100,AMEX
2017-01-01,472226,200,MasterCard
2017-01-01,60369,200,MasterCard
2017-01-01,298705,200,MasterCard
2017-01-01,413000,200,MasterCard
2017-01-01,129311,50,MasterCard
2017-01-01,224697,200,Visa
2017-01-01,594735,50,AMEX
2017-01-01,254767,100,AMEX
2017-01-01,199178,50,MasterCard
2017-01-01,406520,50,MasterCard
2017-01-01,492044,150,Visa
2017-01-01,394161,100,Visa
2017-01-01,256422,50,MasterCard
2017-01-01,207585,200,AMEX
2017-01-01,567394,50,Visa
2017-01-01,64149,100,MasterCard
2017-01-01,160462,150,AMEX
2017-01-01,480979,50,MasterCard
2017-01-01,413396,200,MasterCard
2017-01-01,94108,50,AMEX
2017-01-01,523828,150,AMEX
2017-01-01,379615,100,MasterCard
2017-01-01,136357,150,Visa
2017-01-01,191554,100,Visa
2017-01-01,108303,150,Visa
2017-01-01,362380,100,Visa
2017-01-01,484254,100,Visa
2017-01-01,1468,50,Visa
2017-01-01,516552,150,Visa
2017-01-01,540877,150,MasterCard
2017-01-01,155422,50,Visa
2017-01-01,225808,200,Visa
2017-01-01,453165,150,AMEX
2017-01-01,108946,50,MasterCard
2017-01-01,568443,50,AMEX
2017-01-01,164474,50,AMEX
2017-01-01,422583,50,MasterCard
2017-01-01,86561,200,Visa
2017-01-01,84929,50,AMEX
2017-01-01,498413,100,MasterCard
2017-01-01,24442,200,AMEX
2017-01-01,465164,100,MasterCard
2017-01-01,585822,200,MasterCard
2017-01-01,467019,100,MasterCard
2017-01-01,549389,200,Visa
2017-01-01,257965,150,MasterCard
2017-01-01,305770,150,MasterCard
2017-01-01,376237,100,AMEX
2017-01-01,234939,50,AMEX
2017-01-01,313022,200,Visa
2017-01-01,586573,50,Visa
2017-01-01,329423,150,MasterCard
2017-01-01,167806,100,MasterCard
2017-01-01,479726,100,MasterCard
2017-01-01,511840,100,MasterCard
2017-01-01,334625,200,AMEX
2017-01-01,283968,150,AMEX
2017-01-01,197049,50,Visa
2017-01-01,282444,50,AMEX
2017-01-01,336267,200,Visa
2017-01-01,510759,150,MasterCard
2017-01-01,211759,50,MasterCard
2017-01-01,51494,50,AMEX
2017-01-01,66722,150,MasterCard
2017-01-01,461591,200,AMEX
2017-01-01,530659,200,Visa
2017-01-01,520227,50,Visa
